sr_no,dump_ref_no,request_ref_no,court_order_ref,tower_id,lac,cell_id,tower_address,tower_lat,tower_lon,tower_district,tower_state,tower_operator,tower_type,tower_azimuth,tower_height_m,tower_coverage_radius_m,tower_tech,dump_start_datetime,dump_end_datetime,dump_window_hours,msisdn,imsi,imei,sim_serial_no,subscriber_name,kyc_doc_type,kyc_doc_no,kyc_status,subscriber_dob,subscriber_gender,subscriber_address,operator,circle,plan_type,activation_date,sim_status,handset_make,handset_model,handset_type,event_type,event_datetime,event_date,event_time,event_duration_sec,calling_party,called_party,first_activity_datetime,last_activity_datetime,total_events_in_window,total_calls,total_sms,total_data_sessions,uplink_bytes_window,downlink_bytes_window,signal_strength_dbm,timing_advance_distance_m,rat_type,location_update_type,prev_tower_id,prev_tower_address,prev_event_datetime,next_tower_id,next_tower_address,next_event_datetime,co_location_flag,co_location_note,data_requested_by,data_request_date,telecom_response_date,remarks
29,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0029,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100010,40420101000010000,350000003000010,8991100001010001,Person_10,VoterID,759100912636,GENUINE,1999-10-01,M,"Address 10, Delhi",Airtel,Delhi,Prepaid,2020-04-07,Active,Realme,GT Neo 3T,Smartphone,SMS,2024-03-15 08:25:00,2024-03-15,08:25:00,274,,,2024-03-15 07:39:00,2024-03-15 09:01:00,2,1,0,0,0,0,-75,635,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
30,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0030,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100007,40420101000007000,350000003000007,8991100001007001,Person_07,Aadhaar,023359410616,GENUINE,1991-12-28,F,"Address 7, Delhi",BSNL,Delhi,Prepaid,2021-09-13,Active,OnePlus,GT Neo 3T,Smartphone,SMS,2024-03-15 08:48:00,2024-03-15,08:48:00,214,,,2024-03-15 07:38:00,2024-03-15 08:59:00,3,1,0,2,0,0,-93,793,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
31,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0031,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100003,40420101000003000,350000003000003,8991100001003001,Person_03,DL,356279158239,GENUINE,1997-04-23,M,"Address 3, Delhi",BSNL,Delhi,Prepaid,2022-04-26,Active,Redmi,Note 12,Smartphone,LOCATION_UPDATE,2024-03-15 08:16:00,2024-03-15,08:16:00,45,,,2024-03-15 07:42:00,2024-03-15 09:01:00,6,2,4,0,0,0,-69,303,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
32,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0032,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100037,40420101000037000,350000003000037,8991100001037001,Person_37,Aadhaar,111110455276,GENUINE,1999-01-14,M,"Address 37, Delhi",BSNL,Delhi,Prepaid,2019-09-15,Active,Oppo,Galaxy A14,Smartphone,SMS,2024-03-15 08:49:00,2024-03-15,08:49:00,295,,,2024-03-15 07:36:00,2024-03-15 09:00:00,1,1,0,0,0,0,-57,744,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
33,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0033,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100013,40420101000013000,350000003000013,8991100001013001,Person_13,VoterID,235828395981,GENUINE,1993-09-14,M,"Address 13, Delhi",Airtel,Delhi,Prepaid,2020-12-26,Active,Realme,Y33s,Smartphone,SMS,2024-03-15 07:41:00,2024-03-15,07:41:00,422,,,2024-03-15 07:38:00,2024-03-15 08:57:00,2,1,0,1,0,0,-58,467,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
34,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0034,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100002,40420101000002000,350000003000002,8991100001002001,Person_02,DL,160903224042,GENUINE,1999-07-05,M,"Address 2, Delhi",Airtel,Delhi,Prepaid,2022-07-15,Active,Samsung,Note 12,Smartphone,SMS,2024-03-15 08:07:00,2024-03-15,08:07:00,427,,,2024-03-15 07:42:00,2024-03-15 09:01:00,7,4,2,1,0,0,-64,666,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
35,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0035,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100036,40420101000036000,350000003000036,8991100001036001,Person_36,Aadhaar,734803573180,GENUINE,1992-01-07,F,"Address 36, Delhi",BSNL,Delhi,Prepaid,2018-02-03,Active,Redmi,Galaxy A14,Smartphone,LOCATION_UPDATE,2024-03-15 08:41:00,2024-03-15,08:41:00,240,,,2024-03-15 07:45:00,2024-03-15 08:57:00,3,2,0,2,0,0,-60,478,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
36,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0036,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100032,40420101000032000,350000003000032,8991100001032001,Person_32,DL,025559545462,GENUINE,1999-04-22,F,"Address 32, Delhi",Airtel,Delhi,Prepaid,2018-11-16,Active,Samsung,Galaxy A14,Smartphone,ATTACH,2024-03-15 08:08:00,2024-03-15,08:08:00,465,,,2024-03-15 07:39:00,2024-03-15 09:01:00,5,3,1,1,0,0,-84,344,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
37,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0037,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100035,40420101000035000,350000003000035,8991100001035001,Person_35,VoterID,619182093576,GENUINE,1995-03-20,M,"Address 35, Delhi",Jio,Delhi,Prepaid,2021-09-15,Active,Oppo,Y33s,Smartphone,DATA_SESSION,2024-03-15 08:13:00,2024-03-15,08:13:00,66,,,2024-03-15 07:44:00,2024-03-15 09:02:00,8,2,3,0,224474,1411673,-70,148,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
38,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0038,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100009,40420101000009000,350000003000009,8991100001009001,Person_09,DL,416104776583,GENUINE,1999-12-18,M,"Address 9, Delhi",Vi,Delhi,Prepaid,2021-04-03,Active,OnePlus,Reno 6,Smartphone,SMS,2024-03-15 08:51:00,2024-03-15,08:51:00,486,,,2024-03-15 07:35:00,2024-03-15 09:05:00,8,4,0,0,0,0,-92,373,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
39,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0039,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100038,40420101000038000,350000003000038,8991100001038001,Person_38,VoterID,244903308853,GENUINE,1999-08-04,F,"Address 38, Delhi",BSNL,Delhi,Prepaid,2023-04-04,Active,Samsung,Note 12,Smartphone,ATTACH,2024-03-15 08:41:00,2024-03-15,08:41:00,252,,,2024-03-15 07:39:00,2024-03-15 09:02:00,5,3,3,0,0,0,-89,173,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
40,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0040,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100040,40420101000040000,350000003000040,8991100001040001,Person_40,DL,728785738912,GENUINE,1991-11-03,M,"Address 40, Delhi",Jio,Delhi,Prepaid,2022-03-17,Active,OnePlus,Y33s,Smartphone,ATTACH,2024-03-15 07:57:00,2024-03-15,07:57:00,223,,,2024-03-15 07:38:00,2024-03-15 08:55:00,1,1,0,2,0,0,-73,203,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
41,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0041,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100033,40420101000033000,350000003000033,8991100001033001,Person_33,DL,315653302848,GENUINE,1996-03-27,M,"Address 33, Delhi",Vi,Delhi,Prepaid,2020-04-13,Active,Oppo,Y33s,Smartphone,DATA_SESSION,2024-03-15 07:58:00,2024-03-15,07:58:00,41,,,2024-03-15 07:36:00,2024-03-15 09:04:00,4,3,2,1,177658,556499,-70,690,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
42,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0042,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100008,40420101000008000,350000003000008,8991100001008001,Person_08,VoterID,551483103459,GENUINE,1991-05-10,M,"Address 8, Delhi",Jio,Delhi,Prepaid,2021-11-15,Active,OnePlus,Galaxy A14,Smartphone,LOCATION_UPDATE,2024-03-15 08:16:00,2024-03-15,08:16:00,310,,,2024-03-15 07:39:00,2024-03-15 08:57:00,2,2,0,1,0,0,-56,51,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
43,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0043,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9811100030,40420101000030000,350000003000030,8991100001030001,Person_30,Aadhaar,380274755553,GENUINE,1994-01-21,F,"Address 30, Delhi",Airtel,Delhi,Prepaid,2019-10-02,Active,Redmi,Y33s,Smartphone,DATA_SESSION,2024-03-15 08:46:00,2024-03-15,08:46:00,122,,,2024-03-15 07:41:00,2024-03-15 08:58:00,6,1,3,0,72729,387296,-65,534,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
44,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0044,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,7011238456,404202345678901,357890123456789,8991202345678901234,Suresh Yadav,DL,DL-MH04-20XXXXX,FAKE,1985-03-22,M,"Plot 12B, Sector 7, Dwarka, Delhi – 110075",Jio,Delhi,Prepaid,2024-03-01,Active,Samsung,Galaxy A54,Smartphone,VOICE_CALL,2024-03-15 08:18:00,2024-03-15,08:18:00,481,7011238456,9654012387,2024-03-15 07:44:00,2024-03-15 08:59:00,4,4,1,0,300000,1800000,-88,647,4G-LTE,ATTACH,,,,,,,Y,CO-LOCATION with ['9711234560'],"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
45,DUMP-DL-JIO-001-202403150735,REQ-CMM/NW/2024/0312-D0045,CMM/NW/2024/0312,DL-JIO-001,20301,50101,"Rajouri Garden Main Road, Delhi",28.648,77.103,West Delhi,Delhi,Jio,Small-Cell,Omni,28,700,4G/5G,2024-03-15 07:35:00,2024-03-15 09:05:00,1.5,9711234560,404202222333444,354567890123456,8991202222333444001,Ramesh Prasad,Aadhaar,6XXX XXXX 7890,GENUINE,1992-04-18,M,"Jhuggi Cluster, R-Block, Uttam Nagar, Delhi – 110059",Jio,Delhi,Prepaid,2023-08-11,Active,Vivo,Y75,Smartphone,VOICE_CALL,2024-03-15 07:56:00,2024-03-15,07:56:00,524,9711234560,9654012387,2024-03-15 07:39:00,2024-03-15 09:03:00,8,7,0,0,300000,1800000,-57,366,4G-LTE,NORMAL,,,,,,,Y,CO-LOCATION with ['7011238456'],"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Burner SIM active at kidnapping origin area
46,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0046,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100001,40420101000001000,350000003000001,8991100001001001,Person_01,VoterID,064938204668,GENUINE,1993-03-17,F,"Address 1, Delhi",Airtel,Delhi,Prepaid,2019-04-21,Active,Oppo,Note 12,Smartphone,LOCATION_UPDATE,2024-03-15 09:58:00,2024-03-15,09:58:00,76,,,2024-03-15 09:25:00,2024-03-15 12:26:00,1,1,0,1,0,0,-84,82,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
47,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0047,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100005,40420101000005000,350000003000005,8991100001005001,Person_05,VoterID,310060530424,GENUINE,1994-01-19,F,"Address 5, Delhi",Jio,Delhi,Prepaid,2023-06-04,Active,Redmi,Reno 6,Smartphone,DATA_SESSION,2024-03-15 11:51:00,2024-03-15,11:51:00,82,,,2024-03-15 09:28:00,2024-03-15 12:20:00,6,6,4,2,114637,1450981,-78,651,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
48,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0048,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100038,40420101000038000,350000003000038,8991100001038001,Person_38,VoterID,244903308853,GENUINE,1999-08-04,F,"Address 38, Delhi",BSNL,Delhi,Prepaid,2023-04-04,Active,Samsung,Note 12,Smartphone,VOICE_CALL,2024-03-15 11:37:00,2024-03-15,11:37:00,276,9811100038,9811163690,2024-03-15 09:30:00,2024-03-15 12:20:00,3,2,0,1,0,0,-65,651,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
49,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0049,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100040,40420101000040000,350000003000040,8991100001040001,Person_40,DL,728785738912,GENUINE,1991-11-03,M,"Address 40, Delhi",Jio,Delhi,Prepaid,2022-03-17,Active,OnePlus,Y33s,Smartphone,LOCATION_UPDATE,2024-03-15 11:44:00,2024-03-15,11:44:00,200,,,2024-03-15 09:26:00,2024-03-15 12:29:00,1,1,0,0,0,0,-91,520,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
50,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0050,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100004,40420101000004000,350000003000004,8991100001004001,Person_04,VoterID,324288813383,GENUINE,1996-07-17,M,"Address 4, Delhi",Jio,Delhi,Prepaid,2020-06-25,Active,OnePlus,Reno 6,Smartphone,DATA_SESSION,2024-03-15 10:13:00,2024-03-15,10:13:00,372,,,2024-03-15 09:29:00,2024-03-15 12:27:00,7,7,0,0,14237,353923,-57,615,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
51,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0051,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100028,40420101000028000,350000003000028,8991100001028001,Person_28,DL,799487971707,GENUINE,1993-02-12,F,"Address 28, Delhi",Airtel,Delhi,Prepaid,2021-07-11,Active,Samsung,GT Neo 3T,Smartphone,ATTACH,2024-03-15 09:54:00,2024-03-15,09:54:00,557,,,2024-03-15 09:30:00,2024-03-15 12:20:00,1,1,0,1,0,0,-76,342,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
52,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0052,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100025,40420101000025000,350000003000025,8991100001025001,Person_25,VoterID,259290868927,GENUINE,1993-09-04,F,"Address 25, Delhi",Vi,Delhi,Prepaid,2021-09-11,Active,Oppo,Note 12,Smartphone,VOICE_CALL,2024-03-15 11:00:00,2024-03-15,11:00:00,87,9811100025,9811242116,2024-03-15 09:35:00,2024-03-15 12:24:00,5,2,1,1,0,0,-64,790,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
53,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0053,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100020,40420101000020000,350000003000020,8991100001020001,Person_20,VoterID,466150737174,GENUINE,1993-09-02,M,"Address 20, Delhi",BSNL,Delhi,Prepaid,2018-06-18,Active,Redmi,GT Neo 3T,Smartphone,ATTACH,2024-03-15 09:28:00,2024-03-15,09:28:00,146,,,2024-03-15 09:27:00,2024-03-15 12:24:00,5,3,0,1,0,0,-60,743,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
54,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0054,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100021,40420101000021000,350000003000021,8991100001021001,Person_21,VoterID,801030738770,GENUINE,1993-12-02,M,"Address 21, Delhi",Jio,Delhi,Prepaid,2023-07-06,Active,Redmi,Nord CE 2,Smartphone,LOCATION_UPDATE,2024-03-15 11:42:00,2024-03-15,11:42:00,400,,,2024-03-15 09:31:00,2024-03-15 12:27:00,2,1,0,1,0,0,-62,472,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
55,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0055,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100022,40420101000022000,350000003000022,8991100001022001,Person_22,VoterID,490040039657,GENUINE,1992-05-19,F,"Address 22, Delhi",Jio,Delhi,Prepaid,2023-01-26,Active,Oppo,Nord CE 2,Smartphone,SMS,2024-03-15 11:51:00,2024-03-15,11:51:00,112,,,2024-03-15 09:30:00,2024-03-15 12:24:00,1,1,0,0,0,0,-80,665,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
56,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0056,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100013,40420101000013000,350000003000013,8991100001013001,Person_13,VoterID,235828395981,GENUINE,1993-09-14,M,"Address 13, Delhi",Airtel,Delhi,Prepaid,2020-12-26,Active,Realme,Y33s,Smartphone,ATTACH,2024-03-15 11:59:00,2024-03-15,11:59:00,505,,,2024-03-15 09:31:00,2024-03-15 12:30:00,5,2,0,0,0,0,-84,85,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
57,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0057,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100036,40420101000036000,350000003000036,8991100001036001,Person_36,Aadhaar,734803573180,GENUINE,1992-01-07,F,"Address 36, Delhi",BSNL,Delhi,Prepaid,2018-02-03,Active,Redmi,Galaxy A14,Smartphone,DATA_SESSION,2024-03-15 10:46:00,2024-03-15,10:46:00,23,,,2024-03-15 09:28:00,2024-03-15 12:26:00,7,2,3,0,475873,1610199,-92,714,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
58,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0058,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100018,40420101000018000,350000003000018,8991100001018001,Person_18,DL,176688659641,GENUINE,1993-06-05,M,"Address 18, Delhi",Vi,Delhi,Prepaid,2023-02-01,Active,Oppo,Y33s,Smartphone,VOICE_CALL,2024-03-15 10:11:00,2024-03-15,10:11:00,454,9811100018,9811845004,2024-03-15 09:28:00,2024-03-15 12:23:00,6,2,3,1,0,0,-63,476,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
